Id;IsEmpty;MaxSoldCopies;MetaProductId;Name;MkmUrl;MkmImageUrl;CollectorNumber;Rarity;ExpansionId;ExpansionName;Trend;FoilTrend;ExLow;FoilLow;Avg1;Avg7;Avg30;FoilAvg1;FoilAvg7;FoilAvg30;WeeklySales;MonthlySales;YearlySales;GlobalSales;WeeklyFoilSales;MonthlyFoilSales;YearlyFoilSales;GlobalFoilSales;WeeklySalesCount;MonthlySalesCount;YearlySalesCount;GlobalSalesCount;WeeklyFoilSalesCount;MonthlyFoilSalesCount;YearlyFoilSalesCount;GlobalFoilSalesCount;AvgCrossSaleCount;AvgCountPerSale;ScryfallId;OracleText;ProducedMana;ManaCost;Cmc;TypeLine;Power;Toughness;Colors;ColorIndicator;ColorIdentity;Keywords;Legality;Properties;ScryfallImageUriPng;EnExStock;EnExStockFoil;EnNmCollection;EnNmCollectionFoil;EnExSleeper;EnExSleeperFoil;VirtualStock;VirtualStockFoil;AllStock;AllStockFoil;AllCollection;AllCollectionFoil;AllSleeper;AllSleeperFoil;StrategyValue;StrategyFoilValue;StrategyType;StrategyFoilType;StrategyDateEnd;StrategyFoilDateEnd;DatePriceUpdate;DateSalesUpdate;DateStockUpdate;WishListCount;WishListFoilCount;WishListPrice;WishListFoilPrice;WantCount;CollectionNeed;EmptyListWantCount;Low;CtLow;CtFoilLow;DateCtPriceUpdate;UseForMetaPrice;CollectionBuyPrice;IsSleeper;IsFoilSleeper;Id;MetaproductId;Name;WebsiteUrl;ImageUrl;CollectorNumber;Rarity;ExpansionId;ExpansionName;CardType;GameId
729232;1;4;423542;Pascal - Rapunzel's Companion;/en/Lorcana/Products/Singles/The-First-Chapter/Pascal-Rapunzels-Companion;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729232/729232.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=177347f5f0435c654a74a76ede75fbd8aaa9c827b517da5e9dc0be675c1ccbaf;53;1;5434;The First Chapter;0,21;1,12;0,02;0,4;0,15;0,18;0,23;1,14;1,09;1,1;0;0;2;2;0;1;0;2;0;0;3;3;0;1;0;2;0;1,25;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.597;2024-02-29 12:13:04.670;2024-02-29 12:14:25.540;0;0;0;0;2;0;6;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729232;423542;Pascal - Rapunzel's Companion;/en/Lorcana/Products/Singles/The-First-Chapter/Pascal-Rapunzels-Companion;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729232/729232.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=177347f5f0435c654a74a76ede75fbd8aaa9c827b517da5e9dc0be675c1ccbaf;53;Uncommon;5434;The First Chapter;0;19
729234;0;4;423543;Rafiki - Mysterious Sage;/en/Lorcana/Products/Singles/The-First-Chapter/Rafiki-Mysterious-Sage;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729234/729234.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e3e6977f9b483763e8b194e33623df6aa5052937ce6e5f46b7f65100c3da7c42;54;1;5434;The First Chapter;0,24;1,13;0,02;0,2;0,34;0,21;0,24;1,11;1,06;0,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.603;2024-02-29 12:13:04.670;2024-02-29 12:14:25.540;0;0;0;0;0;0;4;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729234;423543;Rafiki - Mysterious Sage;/en/Lorcana/Products/Singles/The-First-Chapter/Rafiki-Mysterious-Sage;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729234/729234.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e3e6977f9b483763e8b194e33623df6aa5052937ce6e5f46b7f65100c3da7c42;54;Uncommon;5434;The First Chapter;0;19
729236;1;4;423544;Sven - Official Ice Deliverer;/en/Lorcana/Products/Singles/The-First-Chapter/Sven-Official-Ice-Deliverer;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729236/729236.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=aa24505a2e58132b7a59fde833ef0f37df1d9f9f898923a46b2056518d875abf;55;1;5434;The First Chapter;0,18;0,37;0,02;0,15;0,09;0,11;0,15;0,55;0,41;0,39;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.607;2024-02-29 12:13:04.670;2024-02-29 12:14:25.540;0;0;0;0;1;0;5;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729236;423544;Sven - Official Ice Deliverer;/en/Lorcana/Products/Singles/The-First-Chapter/Sven-Official-Ice-Deliverer;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729236/729236.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=aa24505a2e58132b7a59fde833ef0f37df1d9f9f898923a46b2056518d875abf;55;Uncommon;5434;The First Chapter;0;19
729237;0;4;423545;The Queen - Wicked and Vain;/en/Lorcana/Products/Singles/The-First-Chapter/The-Queen-Wicked-and-Vain;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729237/729237.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=1a4fefb61eaff4989a8874e54607eb48cc472b5b38743d15afbd5c9bf2698e05;56;13;5434;The First Chapter;0,95;3,46;0,09;2,7;0,74;0,87;0,84;2,99;3,76;3,89;0;0;2;2;0;0;0;0;0;0;3;3;0;0;0;0;0;1,5;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.613;2024-02-29 12:13:04.670;2024-02-29 12:14:25.540;0;0;0;0;4;0;8;0,9;0;0;2023-12-03 15:56:46.587;1;0;0;0;729237;423545;The Queen - Wicked and Vain;/en/Lorcana/Products/Singles/The-First-Chapter/The-Queen-Wicked-and-Vain;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729237/729237.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=1a4fefb61eaff4989a8874e54607eb48cc472b5b38743d15afbd5c9bf2698e05;56;Super Rare;5434;The First Chapter;0;19
729238;1;4;423546;The Wardrobe - Belle's Confidant;/en/Lorcana/Products/Singles/The-First-Chapter/The-Wardrobe-Belles-Confidant;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729238/729238.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=59fea2322bd47c648f0d489afcc25f07fd06f60febc56315b4625ef728e2c4b9;57;0;5434;The First Chapter;0,11;0,19;0,02;0,02;0,08;0,06;0,08;0,15;0,2;0,18;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;1;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.617;2024-02-29 12:13:04.670;2024-02-29 12:14:25.543;0;0;0;0;0;0;2;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729238;423546;The Wardrobe - Belle's Confidant;/en/Lorcana/Products/Singles/The-First-Chapter/The-Wardrobe-Belles-Confidant;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729238/729238.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=59fea2322bd47c648f0d489afcc25f07fd06f60febc56315b4625ef728e2c4b9;57;Common;5434;The First Chapter;0;19
727107;1;4;422875;Hakuna Matata;/en/Lorcana/Products/Singles/The-First-Chapter/Hakuna-Matata;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/727107/727107.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e6b3656c71c6579bd1b03485e8c70c14a3aa9cf30f864536ea9f5b3c12350476;27;0;5434;The First Chapter;0,12;0,21;0,02;0,05;0,06;0,08;0,1;0,34;0,2;0,28;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:54.220;2024-02-29 12:13:04.580;2024-02-29 12:14:25.400;0;0;0;0;0;0;4;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;727107;422875;Hakuna Matata;/en/Lorcana/Products/Singles/The-First-Chapter/Hakuna-Matata;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/727107/727107.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e6b3656c71c6579bd1b03485e8c70c14a3aa9cf30f864536ea9f5b3c12350476;27;Common;5434;The First Chapter;0;19
729211;1;4;423525;Anna - Heir to Arendelle;/en/Lorcana/Products/Singles/The-First-Chapter/Anna-Heir-to-Arendelle;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729211/729211.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=4bedf7cbef5ffeec91b1eaf9b8403d2bb55c9b20ba296007f5e2d1f925b4a50a;35;1;5434;The First Chapter;0,2;0,61;0,02;0,15;0,15;0,17;0,2;0,73;0,61;0,67;0;0;3;3;0;0;0;1;0;0;6;6;0;0;0;1;0;1,75;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.507;2024-02-29 12:13:04.663;2024-02-29 12:14:25.527;0;0;0;0;5;0;7;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729211;423525;Anna - Heir to Arendelle;/en/Lorcana/Products/Singles/The-First-Chapter/Anna-Heir-to-Arendelle;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729211/729211.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=4bedf7cbef5ffeec91b1eaf9b8403d2bb55c9b20ba296007f5e2d1f925b4a50a;35;Uncommon;5434;The First Chapter;0;19
729212;0;4;423526;Archimedes - Highly Educated Owl;/en/Lorcana/Products/Singles/The-First-Chapter/Archimedes-Highly-Educated-Owl;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729212/729212.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=28bb33387d9c555578d9d8ec62e1d71165eec2f6cf6fd5380cd9e66129aff5b2;36;0;5434;The First Chapter;0,08;0,29;0,02;0,03;0,11;0,06;0,09;0,32;0,3;0,25;0;0;3;3;0;1;0;1;0;0;8;8;0;1;0;1;0;2,25;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.513;2024-02-29 12:13:04.667;2024-02-29 12:14:25.527;0;0;0;0;0;0;0;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729212;423526;Archimedes - Highly Educated Owl;/en/Lorcana/Products/Singles/The-First-Chapter/Archimedes-Highly-Educated-Owl;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729212/729212.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=28bb33387d9c555578d9d8ec62e1d71165eec2f6cf6fd5380cd9e66129aff5b2;36;Common;5434;The First Chapter;0;19
729213;1;4;423527;Dr. Facilier - Agent Provocateur;/en/Lorcana/Products/Singles/The-First-Chapter/Dr-Facilier-Agent-Provocateur;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729213/729213.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=44a767427421e59abfc28893b55122b632efb5886a42ad8caa315b1087e84a9d;37;2;5434;The First Chapter;0,5;2,32;0,02;1,49;0,48;0,44;0,42;2,49;2,48;2,54;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;2;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.517;2024-02-29 12:13:04.667;2024-02-29 12:14:25.527;0;0;0;0;4;0;8;0,09;0;0;2023-12-03 15:56:46.587;1;0;0;0;729213;423527;Dr. Facilier - Agent Provocateur;/en/Lorcana/Products/Singles/The-First-Chapter/Dr-Facilier-Agent-Provocateur;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729213/729213.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=44a767427421e59abfc28893b55122b632efb5886a42ad8caa315b1087e84a9d;37;Rare;5434;The First Chapter;0;19
729241;1;4;422807;Yzma - Alchemist;/en/Lorcana/Products/Singles/The-First-Chapter/Yzma-Alchemist;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729241/729241.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=7170fe765106408dba9ca32719c7432e0c140f7d3e335c917ad63c50aca8c7e2;60;0;5434;The First Chapter;0,08;0,26;0,02;0,05;0,06;0,06;0,08;0,09;0,16;0,22;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.633;2024-02-29 12:13:04.670;2024-02-29 12:14:25.543;0;0;0;0;0;0;1;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729241;422807;Yzma - Alchemist;/en/Lorcana/Products/Singles/The-First-Chapter/Yzma-Alchemist;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729241/729241.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=7170fe765106408dba9ca32719c7432e0c140f7d3e335c917ad63c50aca8c7e2;60;Common;5434;The First Chapter;0;19
729244;1;4;423551;Freeze;/en/Lorcana/Products/Singles/The-First-Chapter/Freeze;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729244/729244.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=3ba4b6892b23f6403a221c2a0534946228f319a42dde698fff26b80109f2e8ee;63;0;5434;The First Chapter;0,07;0,3;0,02;0,05;0,08;0,05;0,08;0,32;0,24;0,24;0;0;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;1;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.647;2024-02-29 12:13:04.673;2024-02-29 12:14:25.547;0;0;0;0;2;0;6;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729244;423551;Freeze;/en/Lorcana/Products/Singles/The-First-Chapter/Freeze;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729244/729244.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=3ba4b6892b23f6403a221c2a0534946228f319a42dde698fff26b80109f2e8ee;63;Common;5434;The First Chapter;0;19
729245;0;4;423552;Friends on the Other Side;/en/Lorcana/Products/Singles/The-First-Chapter/Friends-on-the-Other-Side;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729245/729245.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=58c7fbd18b281a7ebe404b742ce955283f9f52196e4446ff3690c3cd9accdaba;64;0;5434;The First Chapter;0,24;0,78;0,02;0,18;0,29;0,2;0,19;0,41;0,83;0,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.653;2024-02-29 12:13:04.673;2024-02-29 12:14:25.547;0;0;0;0;0;0;0;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729245;423552;Friends on the Other Side;/en/Lorcana/Products/Singles/The-First-Chapter/Friends-on-the-Other-Side;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729245/729245.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=58c7fbd18b281a7ebe404b742ce955283f9f52196e4446ff3690c3cd9accdaba;64;Common;5434;The First Chapter;0;19
729246;1;4;423553;Reflection;/en/Lorcana/Products/Singles/The-First-Chapter/Reflection;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729246/729246.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=b0ed88e310affd80679961695a806b2aea5834f85bf286f49a19ce65b02c6fe6;65;1;5434;The First Chapter;0,2;0,32;0,02;0,09;0,14;0,16;0,16;0,32;0,3;0,37;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.657;2024-02-29 12:13:04.673;2024-02-29 12:14:25.547;0;0;0;0;2;0;6;0,02;0;0;2023-12-03 15:56:46.587;1;0;0;0;729246;423553;Reflection;/en/Lorcana/Products/Singles/The-First-Chapter/Reflection;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729246/729246.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=b0ed88e310affd80679961695a806b2aea5834f85bf286f49a19ce65b02c6fe6;65;Uncommon;5434;The First Chapter;0;19
729247;1;4;423554;Magic Mirror;/en/Lorcana/Products/Singles/The-First-Chapter/Magic-Mirror;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729247/729247.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=0f28842b1477a27161aae8bb661887f975c11bc1c568359743e9516a46289d35;66;2;5434;The First Chapter;0,68;2,72;0,02;0,1;0,37;0,53;0,58;3,45;3,04;3,19;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;00000000-0000-0000-0000-000000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2023-09-19;2023-09-19;2024-02-29 11:58:55.663;2024-02-29 12:13:04.673;2024-02-29 12:14:25.547;0;0;0;0;4;0;8;0,42;0;0;2023-12-03 15:56:46.587;1;0;0;0;729247;423554;Magic Mirror;/en/Lorcana/Products/Singles/The-First-Chapter/Magic-Mirror;https://product-images-production-current.s3.eu-central-1.amazonaws.com/1629/1TFC/729247/729247.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA42VCYKVESOV3UNOL%2F20230919%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230919T195635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=0f28842b1477a27161aae8bb661887f975c11bc1c568359743e9516a46289d35;66;Rare;5434;The First Chapter;0;19
